id,age,gender,country,multilingual,dat,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10
R_3R2fvMEFjf6b35S,18,Male,Australia,FALSE,74.0261346101761,Table,Flower,Dirt,Car,Jacket,Tv,Fridge,Window,Necklace,Umbrella
R_25XgDEWMQM3SwlR,35,Male,Australia,FALSE,81.8145940745516,Bones,Plastic,Waves,Stardust,Digestive ,Alacraty,Fuel,Trees,Wheel,Carrot
R_2upkvUlDy5X9kCg,26,Female,Australia,FALSE,73.5885985550426,Dark,Shallow,Iridescent,Fuzzy,Stale,Boiling,Torn,Stolen,Solid,Soiled
R_2WUS8E4oHEks3To,26,Male,Australia,FALSE,80.1728533669597,bean ,thatch,plumbing,soil,microbe,sense,rich,moral,hanging,green
R_2zbC6fFgAtse9ff,55,Female,Argentina,TRUE,82.3800197492043,Woman,Snail,Pier,Moss,Road,Button,Pot,Air,Music,Dirt
R_Do8p7BIWabPgVfb,65,Female,Australia,FALSE,79.4924625506004,chair,leaf,toilet,sky,television,train,trousers,lipstick,cot,toy
R_ugMJmI8xGU9C001,65,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,73.6719056963921,knife,brick,staff,shield,coat,block,armour,gun,bomb,sheath
R_1l4dKTfNYRySBV5,55,Female,Australia,FALSE,70.4592677099364,turtle,frog,tree,cloud,nose,beer,water,grapes,sky,helicopter
R_2uqvDNIpZHIa208,35,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,84.9222040956929,fish,cane,bus,outrage,genius,stumps,blood,disgrace,knickers,restaurant
R_3r5CMd1oxtYLF7z,55,Male,Australia,FALSE,77.5284971332266,brick,pencil,fish,balloon,grass,asteroid,water,plastic,teacher,motorbike
R_2y9lRsF3VS85iMk,26,Female,Australia,TRUE,84.1918985758509,pigeon,date,tease,count,boredom,six,taint,legend,charisma,joint
R_3NzdCDy7KQa18N4,35,Male,Australia,FALSE,77.3551152220794,Moon,Plate,Dog,Surfboard,Pencil,Shoe,Car,Tree,Ice,Kite
R_2xKtCDQFLSendnE,26,Male,Australia,FALSE,81.2333693461759,Ball,Towel,Toffee,Bluetack,Sunglasses,Trumpet,Floss,Shovel,Vacuum,Carwheel
R_C14kcrREkcNcCiZ,65,Female,Australia,FALSE,79.548200681096,Anger,Faith,Dancing,Forests,Relief,Coffee,Travel,Languages,Boots,Spectacles
R_2Pdn1aUGX2PmWXp,55,Female,Australia,FALSE,72.3619797400066,big,small,black,excitement,gum,water,book,territory,simplicity,difficulty
R_Rnxnty2SvipMr9T,26,Female,Australia,FALSE,78.2353770520006,Door ,ChiLd,Plant,Hammer,Oxygen,Shoe,Blanket,Cot,Apple,Car
R_vdkMKHanLa2I6PL,55,Female,Australia,FALSE,75.486557283217,chair,paint,mirror,tube,avocado,ice,sun,jade,salt,smoke
R_3D1EMPlyrmQOI2c,70,Female,Australia,FALSE,79.6915811530891,bread,lead,flower,hairpin,dog,eye,rust,toaster,bed,fence
R_cOYJJpCYMKkQ3eh,65,Female,NA,FALSE,88.2150684605308,apple ,moon,equator,roadwork,plumage,onomatopea,law court,morgue,fairy,typhoid fever
R_T65lykbatgFmwQF,35,Female,Canada,TRUE,90.3008682209821,Dog,Spaceship,Cup,Pencil,Tree,Mathematics ,Microplastics,Terra cotta,Love,Corkscrew
R_AytkqeJjAzzhy4p,70,Male,South Africa,TRUE,80.528724193573,letter,stadium,pilot,friend,magistrate,grant,dignity,church,wine,festival
R_u7KjPWhfOWKSg93,35,Male,Switzerland,TRUE,79.5167382629145,paper,Moon,Road,horn,cow,panel,laptop,tea,SHOE,snake
R_1BVkVUHzZn82Eag,55,Female,Australia,FALSE,80.9721880636755,table,goat,sea,kettle,tree,lighthouse,racquet,coat,eye,child
R_2EuTkdx802Lc7Li,13,Male,Australia,FALSE,85.0708375197081,Space ,Agriculture ,Automotive ,Influenza ,Television ,Corporation,Crimson,Utopia,Music,Bucket
R_10pWIrpsXEVxbig,55,Female,Australia,FALSE,72.9200548359326,Chair,Roof,Street,Shop,Draw,Gun,Knife,Flower,Kangaroo ,Cement
R_3dLJWPeBSRik3wj,70,Male,Australia,FALSE,82.8145535041889,Chair,Lemon,Shovel,Murray cod,Windscreen wiper,Pencil,Watch,Jumper,Beaker,Coffee pod
R_UEMbu5yafdNbEZz,35,Female,Australia,FALSE,79.9853475320907,Spoon,Aeroplane,slime,tree,eyeball,soap,ruler,telephone,shoe,pineapple
R_3oLalCMpOTh2r9m,35,Male,Australia,FALSE,79.6848944787468,car,tape,spaceship,cow,controller,ring,pipe,knob,shoe,saucepan
R_2qF1cDjj3AK9MAo,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,88.4594437710586,french polishing ,vexed,peachy,flat foot,waif,clash,jagged,mixed,sateen,think
R_2t4CUGvwHvuRgFC,26,Female,Australia,FALSE,77.6413289918786,love,rice,glass,rain,atom,button,leaf,asphalt,cube,gown
R_2e20hJRbiLVSnJi,35,Female,Australia,FALSE,81.3923373818398,Friday,girl,holiday,giraffe,clock,paper,strawberry,iceberg,horizon,mountain
R_2VEzrtRFFggM5HP,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,81.4884710923902,cat,saucepan,desk,car,ball,plant,knife,coffee,icecream,hat
R_1jlc5x9bu9qyhm1,55,Male,Australia,FALSE,85.325803581093,llama,tree,office,piano,air,switch,potato,engine,moon,penguin
R_1iqfFHln4TM54zg,70,Female,Australia,FALSE,89.807014025393,Serendipity ,Angst,Balloon,Wildflower ,Chassis ,Egg,Comet,Sandal,Rooster,Dream
R_3Pz4rEGBuhx7OrN,35,Female,Australia,TRUE,82.7055028151898,book,fridge,star,elephant,plant,plastic tub,finish line,mountain,surfboard,magnet
R_Zko9QmGAV6vde0x,26,Female,Australia,FALSE,77.189290594487,Chicken,Door ,Pants,Heater,Dancing,Grass,Lemons,Shoe,Cloud,Fear
R_r1JAdQtiCPcS8gN,55,Male,Australia,TRUE,78.6146346623788,Dog,Broom,Box,Desk,tree,Satellite,Molecule,button,Iron,Shoulder
R_r6cp32Ud8GLPd2p,35,Male,Australia,FALSE,87.6959232347352,speach,cup,pencil,surfboard,anteater,moon,bottle opener,door,memory,number
R_3E9VtTNTxqSAlGk,35,Male,Fiji,TRUE,77.4003772153741,paper,bolt,step,sponge,chair,wheels,rubbish,truck,pie,engine
R_22WIDtbu2OK4L8r,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,85.4128686378577,desk,dog,beach,rhubarb,wind,acid,gram,friend,shovel,mirror
R_3qWeWlYRMydbIdF,55,Female,Australia,FALSE,87.8202449885153,Elephant,Pushbike,Saw,Mango,Circle,Biceps,Automobile,Scissors,Nebula,Ruler
R_1I9PBdCEedzirWy,35,Male,Australia,FALSE,77.2791921382859,sock,car,tree,planet,hammer,cloud,roof,watch,hair,thought
R_2thcli2xU8LGtrl,55,Male,Australia,FALSE,80.3310197534128,shop,people,car,tree,paperclip,stars,window,battery,clock,dolphin
R_3nUCyVSZf4mDkRs,65,Male,Australia,FALSE,78.2209678065209,Hill,Bullet,Leaf,Bicycle,Pencil,Sock,Watch,Book,Person,Hammer
R_AAlK8iTwCsqU8dX,55,Female,Australia,FALSE,79.1604841039294,Ballerina,Mushroom,Car,Cricket bat,Mouse,Grass,Elephant,Clock,Toilet ,Box
R_3HZhHYgWPrhnQb9,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,62.7754481065841,walk,crawl,big,little,bright,dull,happy,crazy,before,after
R_Y6upWcEmmJ3ilHz,70,Male,South Africa,TRUE,74.5856829697178,Car,Skateboard,Surfboard,Nose,Eye,Guitar,Rope,Pot,Stocking,Shoe
R_WumEuvKjmcBZQUp,65,Female,Australia,FALSE,71.1271129903339,stress,relaxation,swimming,coffee,shopping,sleeping,television,gardening,music,volunteering
R_3fViuHQ0pwJ34pc,55,Female,Australia,FALSE,83.9244613157851,Koala,Vacuum cleaner,Centipede,Water,Leaf,Dog collar,Fence ,Swan,Football,Brick
R_31KlQQqPFqUzaU6,35,Male,Australia,FALSE,78.9365239441395,cat,door,cloud,electricity,poetry,doctor,space,virus,river,machine
R_2sbu6OwNaX0fB7E,35,Female,Australia,FALSE,83.7945630330415,Cat,Air,Car tyre,Brick ,Computer mouse,Magnet,Statue,Postcard,Rosebush,Mountain
R_2EmyBpCHEjiJhTf,70,NA,NA,NA,71.9814134140809,walk,swim,think,putt,drive,garden,sister,friend,horse,typewriter
R_3Rr3MBNUh7Mprgl,35,Female,Australia,FALSE,76.0995565070992,Rug,Ice,Flower,Antique,Pet,Weather,Library,Elephant,Dust,Embryo
R_27TgmWcoMGU5Byh,55,Male,Australia,FALSE,78.3769897253175,hand,sky,science,purple,fire,suction,symphony,wealth,needle,washing up
R_2QA0MNjzarQIhiQ,26,Male,United States of America,FALSE,74.4769296830609,Cup,Dog,Face,Guard,Fence,Grave,Lamp ,Cloud,Fish,Car
R_2dF0Fdh0PKx57lx,70,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,88.0590540379108,bread hair concertina bristle cheese  skirt  bus   coul  worm  molecule  raindrop  rhinocerus  dust particle  tyre  needle plaster  recipe cushion  coldness concerto haircream spanner screw  stomach hospital brush  cellophane  glue  flour  bathsalts  deadleaf  paint speck  wooden spoon  shop  railtrack  pump  reservoir seaurchin zoo   ,cake,garage,zip,pimple,argon,formula,triangle,sea urchin,curve
R_1GHopDTwlrlp6tE,35,Female,United States of America,FALSE,82.3451368936471,Pillow,Dumbbell,Handkerchief,Car,Straw paper,Orange,Doorbell,Guitar,Flower,Star
R_3Do4aQWWLYjukId,55,Male,Australia,FALSE,83.6674020093467,Sex,Lake,Ruler,Dog,Travel,Statistics,Angst ,Art,Physics,Walk
R_7WcdEykREbt3scN,35,Male,Australia,FALSE,72.9029057990937,fire ,ice,live,dead,motion,stillness,light,dark,awake,asleep
R_3oSheued8YwPbFA,35,Female,Australia,FALSE,86.1292799579955,book,canvas sail,banana,goldfish,triangle,ballpoint pen,peanut butter,candle,diploma,molecule
R_swhOTLLxtYFTrR7,55,Female,Australia,FALSE,74.482911896138,tree,cloud,shoe,box,car,water,nail polish,hat,computer,scissors
R_7WpvtLFsZJLwrqp,35,Male,Australia,FALSE,71.5853984157244,House,Child,Planet,Rubber band,Bridge,Tree,Bee,Snake,Phone,Sky
R_31EroQEzBQq3FjJ,26,Female,Australia,FALSE,90.7625574410693,Potato,Earbud,Placenta,Peg,Coke,Mailbox,Kerfuffle,Ignition,Bear,Spoon
R_2ypGR7dQMrdjviE,26,Female,Australia,FALSE,77.1181627132353,Home,Colour,Rock,Space,Satellite,Book,Dog,Fire,Love,travel
R_1LYHi8NevKSqMrU,55,Female,Australia,FALSE,72.9217415054639,hat,umbrella,pen,desk,light,moon,car,shop,river,song
R_2ZKaiX8W4Qktl3z,35,Female,Australia,TRUE,85.3614961928023,Armadillo,Serpent,Asteroid,Trapdoor,Pepper,Keys,Bark,Chamber,Toenail,Unicycle
R_25F5lE3WwCNKIMb,26,Male,Australia,FALSE,85.4264427464278,apple,tire,computer,monument,cloth,asteroid,child,tree,weapon,pet
R_pPBj1akZOYX2G6B,35,Male,Australia,FALSE,78.2519719075589,MaP,GLASS ,paper,start,skeleton,boat,phone,star,roof,midget
R_3iIHsYPexow4F6Z,35,Female,Australia,FALSE,87.4850022739598,church,bath,ground,fly,jellybean,newspaper,oxygen,star,moss,internet
R_2wSsqLtUNxeWz8A,55,Female,Australia,FALSE,81.6144268117135,car,basketball,leaf,fish,envelope,hamburger,kidney,mitten,kaleidescope,iron
R_VI4VUtOPou5fAGd,35,Male,Australia,TRUE,72.1411699340457,Car,House,Earth,Grass,Computer,Hair,Clouds ,Mine,Bang,Programme 
R_3RlIfedWf5dbYWY,65,Female,Australia,FALSE,84.2342334577725,banana,didgeridoo,bicycle,book,false teeth,wall clock,fingernail polish,ears,lake,person
R_3s7EMcRiZCWvelE,35,Male,Australia,TRUE,86.3132177940792,Lion,Toenail,Swimming cap,Coaster,Peanut,Nostril,Window,Star,Hydrogen,Sword
R_2tFD9EoWaQsiMb4,35,Female,Australia,FALSE,85.8928100804665,sock,chair,door,worm,geode,eyelash,lollipop,bicycle,texta,water
R_1ewKpGbDXSHAsSi,35,Female,Australia,FALSE,85.473436702575,jelly fish,umbrella,motor bike,cloud,vommit,gold,oven,radio,grass,hydrochloric acid
R_1BPh2IsodJNCYEQ,26,Male,Australia,TRUE,74.1077507003432,Cat,Tyre,Sky,Shirt,Picture,Finger,Cake,Coral,Net,Sheet
R_2ylV5kum8ZURhmV,55,Male,Australia,FALSE,74.6588561506498,dust ,swallow,computer,flame,blood,moon,frog,spill,crevice,fingerprint
R_2s5OfPg8mqEVQhj,65,Male,Canada,TRUE,81.2051293794953,dog,desk,lamp,ruler,fish,uranium,calculater,moon,rock,wave
R_Y699UtMlNBZpW1j,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,87.0806132487598,Cat,Asteroid,needle,Spreadsheet,Alcohol,Lettuce,Fingernail,Proton,Rubber,Mulch
R_1OQe55LH1p3HLXo,35,Male,United States of America,FALSE,74.9433145636604,Shoe,Brick,Car,Volcano,Moon,Ocean,Plane,Hammer,Pen,Glue
R_1QlniB3Csmc8Y4f,35,Female,Australia,TRUE,87.33932712071,apple,paperclip,toilet,ball,television,harvester,usb,lipstick,globe,hydrogen
R_UQIFajBF24vPtS1,26,Female,NA,FALSE,72.9751859037649,cat,box,fan,nut,nest,oats,basket,calculator,fish,candle
R_3O7aoqODlTiDUH8,35,Male,Australia,FALSE,87.0760521541039,rabbit,shoehorn,blancmange,fart,forest,tunnel,nailfile,tarmac,thermometer,rangehood
R_1FagsCODsem1qIQ,35,Female,Australia,FALSE,51.0180949455216,Fast,Slow,Up ,Down,Across,Near,Far,Full,Empty ,Still
R_3D7LSPWVi9riRm2,65,Male,Netherlands,TRUE,89.9139475742621,zebra,string,fork,chair,spectrograph,ether,aether,soul,Uranus,mountain
R_2ruyPaSRt6CApSo,55,Male,Australia,FALSE,74.7205064410255,frank,silly,friendly,apple,juice,known,house,security,trees,lake
R_Rkak46fGmbFuttD,35,Female,Australia,FALSE,76.947512725989,Flower,TV,Fridge,Book,Dress,Toy,Car,Envelope,Hospital,Boat
R_3n8zxnGtSQAdrG9,55,Female,Australia,FALSE,75.0044330599762,Run,Crawl,Yell,Whisper,Help,Hinder,Elephant,Mouse,House,Tent
R_2wzP71PVQ9sdmgW,35,Male,Australia,TRUE,78.4349919784637,Beach,Star,Ribbon,Goat,Stick,Pot,Duvet,Rocket,Blowtorch,Virus
R_1q1GVRivifJvbmu,35,Male,United States of America,FALSE,79.2679785262971,Orange,Country,Ant,Umbrella,Rock,Black hole,Hotel,Core,Pterodactyl ,Magic
R_2dYKzdjKEnThZK2,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,88.5410222624029,football ,coriander,pillow ,Dog ,coriander,vase,asphalt,asteroid,tornado,picture
R_1FqDmmQIrZQ7Jtf,35,Female,United States of America,FALSE,71.2540301893439,dog,snake,water,planet,atom,giant,devil,insect,train,rock
R_2fI2AeWPrbJ396j,55,Female,Australia,FALSE,76.3816470102895,Person,Telegraph pole,Car,Garden,Food,Pet,Eyeglasses,Artwork,Pillow,Computor
R_3Ed3IXpw5kHjmwW,35,Male,Australia,FALSE,82.3592853510664,apple,bream,tree,tarmac,club,boat,satelite,cave,olive,toenail
R_PG4KAJuJ8QLZXTr,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,75.1615932299977,pen,keyboard,dog,book,knife,plate,car,bird,sky,image
R_25Qn7DFoNrwQ41F,26,Female,Australia,FALSE,82.6418798993386,Clavicle,Boat,Morning,Relative,Pineapple,Girraffe,Doctor ,Idea,Polymer,Token 
R_3RdpdXxXT6fc2iG,35,Male,Australia,FALSE,84.8513758868822,"sheep, ","longing, ","people, ","jigsaw,",student ,"kevlar, ","tyres,"," teeth, ",grass,sand
R_3Rxr6NO60GRBCYX,70,Female,Australia,FALSE,92.6732115891008,hedgehog,brick,television,capsicum,highway,book,ladle,volcano,galley,wave
R_AokLBjK8jLEp0jL,55,Male,Australia,FALSE,77.5747486434522,apple,monkey,rock,star,nutmeg,snow,wind,sun,molecule,energy
R_2wyLlcZRrWvsciQ,55,Female,Australia,FALSE,80.008630223927,Lemon,Honey,Gravel,Swimsuit ,Elephant,Gnat,Slippers,Evening gown,Eucalyptus,Peony
R_3iJgGmljCniTYkB,35,Female,Australia,FALSE,83.295577019453,grater,scalpel,bell,clothes-peg,purse,racquet,barometer,clay,sculpture,hairbrush
R_RXiqgtr3vPTZtLz,35,Female,Australia,FALSE,88.4626443459032,Whisk,Question mark,Sadness,Tarot,Measure,Abstract,Tentacle,Medicine,Rhythm ,Tabloid 
R_3Ojry3FBitrK46U,55,Male,Australia,TRUE,86.4673473384409,pear,snowball,pin,tyre,aircraft carrier,bear,table,scissors,glacier,pendant
R_2tzlw9GXOnb8hLl,26,Male,Australia,FALSE,83.9486234577461,lightbulb,Closet,coin,letter,spaghetti,elephant,phone,trampoline,star,chimney
R_1lsfsa6lnJTgcVF,35,Female,Australia,FALSE,88.5564835276455,Cat,Book,Tower,Dugout,Magnesium,Radio,Saddle,Tree,Bicycle,Doll
R_3KqKsr5qiMNGmYr,70,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,82.7181250666313,angel,smile,waltz,god,gladiolus,squirrel,clod,wave,computer,quiz
R_UPWwlzlFUJHU9CV,70,Male,Australia,FALSE,75.4360782248633,car,broom,hat,tree,road,computer,watch,toenail clippers,pencil,credit card
R_2hJ9TEhIcImDo9H,70,Female,Australia,FALSE,74.8644140149866,Shoe,Book,Flower,Frying pan,Pen,Chair,Tablecloth,Scissors,Watering can,Potato
R_cUz6gE9lWsOZbmF,35,Female,Australia,FALSE,84.5646013550106,milk,diamonds,fur,flags,telephones,glue,dandruff,potato chips,enigmas,explanations
R_1pRxb2DHpcZxPrn,26,Female,United States of America,FALSE,81.646477360101,potato,sock,book,mattress,fingernail,rubber band,glass,scab,flag,chicken
R_st06arVrhnSXi2R,55,Male,Australia,FALSE,91.5456156423759,Brumby,Kite,Mine,Author,Mile,Crime,Cantelope,Hull,Tree,Treacle 
R_2xGnKGVedMla7Fi,65,Female,Australia,FALSE,76.9369120753947,Bird,Seat,Dirt,Floor,Shoe,Television ,Book,Towel,Grass,Horse
R_2q2TDGg112jdxLl,35,NA,NA,NA,75.923414492891,computer,camera,pattern,green,wind,sing,silly-billy,wave,panic,umm
R_AiyewhpthVBZ3q1,55,Male,Australia,TRUE,80.2731935683239,carrot,stop light,book,wallet,hair,false teeth,finger,woman,car,door
R_3oHj18uYwY5Tl3K,55,Male,Austria,FALSE,70.9506493948755,Chair,Fence,Wall,Fireplace,Shop,Fork,Shoe,Horse,Ocean,Pencil
R_215qUB1CHtT3rub,35,Female,Australia,FALSE,73.8978189371881,Tap,Fan,Hat,Pants,Light,Grass,Floor,Car,School,Paint
R_3fuW9DO2KbwIeeg,65,Male,Australia,FALSE,84.0628102510458,emotion,House,snooker,banana,map,clothing,friends,interment,trade,coffee
R_1Eb7ONCgwgGizFR,55,Female,Australia,FALSE,74.7357464971997,placemat,frame,fork,flower,cushion,brick,cactus,car,wheelchair,frog
R_2DMo59ByzQjYgKS,65,Female,Australia,FALSE,78.4557785129263,table,ice,shoe,tree,ocean,mind,bitumen,robot,skirt,train
R_3R4Owc0DG7yJuw2,35,Female,Australia,FALSE,81.4498623744363,bed,kangaroo,wheel of a car,brick,slug,number 9,crack,tinman,sun,ice
R_27Ke21Z6mu0GPs5,55,Male,Australia,TRUE,69.2623883485794,Ball,Wood,Bird,Car,Table,Grass,Sky,Water,Fire,Road
R_emMn27cVnDFbe2l,35,Female,Singapore,FALSE,78.1021416364681,Rooster,Laptop,Dip pen,Dragon,Cedar desk,Dream catcher ,Forest,Volcano,Army,Dolphin
R_246NuLQCyXw7sS9,55,Male,Australia,FALSE,78.7373978112425,planet,horizon,concept,basin,mind,aggrandisement,nothing,life,cyclone,sculpture
R_4GirCoB9qzBni3D,65,Male,Australia,FALSE,72.3863129104887,car,WA,Australia,ocean,mountain,animal,rest,table,curtain,dog
R_22ms6kF10TLAHBN,65,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,68.2050471681924,Fish,House,Town,Grass,Hill,Meador,Farm,Crossroad,Box,Sheet
R_1GVmXxSjkG4XjEQ,70,Female,NA,FALSE,71.3097819260189,House ,Garden,Bus,Phone,Mountain ,Shop,Grave,Building ,Bird,Pillow
