record_id,model_name,api_model_requested,api_model_returned,provider,endpoint_base,batch,region,reasoning,model_year,temperature_requested,temperature_effective,temp_range_used,seed,request_timestamp_utc,response_timestamp_utc,latency_ms,api_request_id,response_id,system_fingerprint,finish_reason,prompt_tokens,completion_tokens,total_tokens,prompt_sha256,raw_response_text,parse_status,n_nouns_parsed,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,dat_score,collector_version
cn200_000014,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:28:35.534Z,2026-07-16T00:28:40.500Z,4965,req_011Cd4nn6TbypUxZurfXpdMc,msg_011Cd4nn6mhiQJYqDy5D6Phm,,end_turn,205,82,287,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, spoon, freedom, elephant, volcano, whisper, bicycle, mushroom, sadness, ocean",ok,10,cloud,spoon,freedom,elephant,volcano,whisper,bicycle,mushroom,sadness,ocean,,git:db3e20f
cn200_000015,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:28:40.583Z,2026-07-16T00:28:46.661Z,6077,req_011Cd4nnU6rRMT2SjqA575bj,msg_011Cd4nnUMEJKqteE9CKehZG,,end_turn,205,88,293,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, whisper, elephant, algebra, bicycle, hunger, thread",ok,10,cloud,justice,spoon,volcano,whisper,elephant,algebra,bicycle,hunger,thread,,git:db3e20f
cn200_000016,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:28:46.661Z,2026-07-16T00:28:51.129Z,4467,req_011Cd4nnv9kxXLepLb2j6E7K,msg_011Cd4nnvXLJPEwAjq25CBWg,,end_turn,205,84,289,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, melody, bacteria, hammer, jealousy, galaxy, bread",ok,10,cloud,justice,spoon,volcano,melody,bacteria,hammer,jealousy,galaxy,bread,,git:db3e20f
cn200_000017,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:28:51.129Z,2026-07-16T00:28:57.150Z,6021,req_011Cd4noF6HZAZU2vxhwFh8T,msg_011Cd4noFQtYZQ6kmu2TpqyM,,end_turn,205,100,305,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, music, volcano, hunger, bicycle, ghost, tomorrow",ok,10,cloud,justice,spoon,elephant,music,volcano,hunger,bicycle,ghost,tomorrow,,git:db3e20f
cn200_000018,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:28:57.150Z,2026-07-16T00:29:05.623Z,8472,req_011Cd4notc2FfQRHtKtxph6F,msg_011Cd4novY6v5Acq83gyoTHp,,end_turn,205,96,301,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, whisper, volcano, sadness, bicycle, honey, century",ok,10,cloud,justice,spoon,elephant,whisper,volcano,sadness,bicycle,honey,century,,git:db3e20f
cn200_000019,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:05.623Z,2026-07-16T00:29:11.099Z,5476,req_011Cd4npK4wLL3qci1CaY7zL,msg_011Cd4npKzFYyFgLdGAQm2Gb,,end_turn,205,95,300,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, whisper, volcano, birthday, algebra, sadness, bicycle",ok,10,cloud,justice,spoon,elephant,whisper,volcano,birthday,algebra,sadness,bicycle,,git:db3e20f
cn200_000020,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:11.492Z,2026-07-16T00:29:17.115Z,5622,req_011Cd4npkPST5HEFL67Jt8yX,msg_011Cd4npmRSvE3Pr26G7dokn,,end_turn,205,88,293,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, freedom, spoon, volcano, jealousy, bacteria, symphony, hammer, ocean, wednesday",ok,10,cloud,freedom,spoon,volcano,jealousy,bacteria,symphony,hammer,ocean,wednesday,,git:db3e20f
cn200_000021,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:17.115Z,2026-07-16T00:29:25.157Z,8041,req_011Cd4nqNRNds7grED1zvBV1,msg_011Cd4nqPgmkNL5TqPJQB1Qn,,end_turn,205,95,300,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, laughter, volcano, thread, memory, bicycle, honey",ok,10,cloud,justice,spoon,elephant,laughter,volcano,thread,memory,bicycle,honey,,git:db3e20f
cn200_000022,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:25.330Z,2026-07-16T00:29:30.641Z,5311,req_011Cd4nqmNWBnNRg4FRihhTc,msg_011Cd4nqmddepwrvipCoEvp3,,end_turn,205,90,295,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, giraffe, melody, bicycle, hunger, tomorrow, molecule",ok,10,cloud,justice,spoon,volcano,giraffe,melody,bicycle,hunger,tomorrow,molecule,,git:db3e20f
cn200_000023,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:30.642Z,2026-07-16T00:29:37.305Z,6663,req_011Cd4nrA7jW5ck1QyD2WWd5,msg_011Cd4nrAQqt3Y8hCxRT8Qxx,,end_turn,205,74,279,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, whale, laughter, volcano, bicycle, algebra, perfume, ghost",ok,10,cloud,justice,spoon,whale,laughter,volcano,bicycle,algebra,perfume,ghost,,git:db3e20f
cn200_000024,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:37.511Z,2026-07-16T00:29:43.000Z,5488,req_011Cd4nrgKfnZDrFmCjvHmNp,msg_011Cd4nrgaYiqFWgAWPnXwsc,,end_turn,205,89,294,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, hammer, banana, elephant, melody, volcano, sadness, bicycle, thread",ok,10,cloud,justice,hammer,banana,elephant,melody,volcano,sadness,bicycle,thread,,git:db3e20f
cn200_000025,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:43.000Z,2026-07-16T00:29:48.360Z,5359,req_011Cd4ns4xCmUwrm65a5GpEn,msg_011Cd4ns5HYWxbJPffTVHG7Q,,end_turn,205,94,299,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"spoon, volcano, jealousy, algebra, butterfly, democracy, cloud, whisper, bicycle, honey",ok,10,spoon,volcano,jealousy,algebra,butterfly,democracy,cloud,whisper,bicycle,honey,,git:db3e20f
cn200_000026,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:48.854Z,2026-07-16T00:29:53.415Z,4561,req_011Cd4nsW2Ko61wGMjj6nFbZ,msg_011Cd4nsWHhWz3GEhjHmhH21,,end_turn,205,58,263,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, whisper, bacteria, sadness, tractor, algebra, feather",ok,10,cloud,justice,spoon,volcano,whisper,bacteria,sadness,tractor,algebra,feather,,git:db3e20f
cn200_000027,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:53.416Z,2026-07-16T00:29:59.780Z,6364,req_011Cd4nsqUNMdyLNhtABRbuk,msg_011Cd4nsqniUrY5cuHyziJCV,,end_turn,205,81,286,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, whale, laughter, volcano, algebra, thread, hunger, wheel",ok,10,cloud,justice,spoon,whale,laughter,volcano,algebra,thread,hunger,wheel,,git:db3e20f
cn200_000028,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:29:59.780Z,2026-07-16T00:30:05.186Z,5405,req_011Cd4ntJgjFK35akfKM1cwv,msg_011Cd4ntJx6uTS6ye3efyHZa,,end_turn,205,139,344,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, whale, melody, volcano, bicycle, sadness, cheese, gravity",ok,10,cloud,justice,spoon,whale,melody,volcano,bicycle,sadness,cheese,gravity,,git:db3e20f
cn200_000029,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:05.186Z,2026-07-16T00:30:11.025Z,5838,req_011Cd4nthon6uuw84ituGzzn,msg_011Cd4ntiJ3LeYyGqZVmMvt7,,end_turn,205,94,299,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"volcano, jellyfish, democracy, spoon, whisper, algebra, sadness, tornado, ankle, yesterday",ok,10,volcano,jellyfish,democracy,spoon,whisper,algebra,sadness,tornado,ankle,yesterday,,git:db3e20f
cn200_000030,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:11.468Z,2026-07-16T00:30:17.158Z,5690,req_011Cd4nuCj5cbiK3PR4LMaqL,msg_011Cd4nuDu2Bw7qmBXZuT5on,,end_turn,205,94,299,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, freedom, spoon, elephant, music, volcano, sadness, bicycle, algebra, honey",ok,10,cloud,freedom,spoon,elephant,music,volcano,sadness,bicycle,algebra,honey,,git:db3e20f
cn200_000031,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:17.158Z,2026-07-16T00:30:22.508Z,5349,req_011Cd4nubEv2S23Rd4veZ9m7,msg_011Cd4nubX2voPKLJHxR4E4x,,end_turn,205,100,305,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, hammer, freedom, elephant, soup, melody, bicycle, knee, volcano, wedding",ok,10,cloud,hammer,freedom,elephant,soup,melody,bicycle,knee,volcano,wedding,,git:db3e20f
cn200_000032,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:22.531Z,2026-07-16T00:30:27.890Z,5359,req_011Cd4nuypifrkzLJhvdMPRU,msg_011Cd4nuz37jtmXSQhYsBUca,,end_turn,205,98,303,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, freedom, spoon, volcano, whisper, bicycle, jellyfish, algebra, honey, shadow",ok,10,cloud,freedom,spoon,volcano,whisper,bicycle,jellyfish,algebra,honey,shadow,,git:db3e20f
cn200_000033,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:27.891Z,2026-07-16T00:30:32.093Z,4202,req_011Cd4nvNqpBKi1N5YocivHu,msg_011Cd4nvP3xqCAz7Q6pLubxZ,,end_turn,205,79,284,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, spoon, freedom, volcano, whisper, bicycle, jellyfish, algebra, sadness, thread",ok,10,cloud,spoon,freedom,volcano,whisper,bicycle,jellyfish,algebra,sadness,thread,,git:db3e20f
cn200_000034,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:32.093Z,2026-07-16T00:30:37.333Z,5239,req_011Cd4nvhYhvwM1YLLFxP5Rm,msg_011Cd4nvhxky314ZUE5NVjy6,,end_turn,205,93,298,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, spoon, freedom, elephant, whisper, algebra, volcano, sadness, bicycle, honey",ok,10,cloud,spoon,freedom,elephant,whisper,algebra,volcano,sadness,bicycle,honey,,git:db3e20f
cn200_000035,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:37.458Z,2026-07-16T00:30:42.019Z,4561,req_011Cd4nw5hiMYzphXGseiWst,msg_011Cd4nw5vMYJsBKdzMWSPEo,,end_turn,205,78,283,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, spoon, freedom, volcano, whisper, bicycle, jellyfish, algebra, carpet, hunger",ok,10,cloud,spoon,freedom,volcano,whisper,bicycle,jellyfish,algebra,carpet,hunger,,git:db3e20f
cn200_000036,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:42.019Z,2026-07-16T00:30:47.348Z,5329,req_011Cd4nwRDiMGRWpUbo9wA1X,msg_011Cd4nwRXKWBGYrjKdthXyA,,end_turn,205,95,300,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, giraffe, melody, bicycle, hunger, algebra, shadow",ok,10,cloud,justice,spoon,volcano,giraffe,melody,bicycle,hunger,algebra,shadow,,git:db3e20f
cn200_000037,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:47.349Z,2026-07-16T00:30:52.363Z,5014,req_011Cd4nwowT9csJd6m1Rp6Xs,msg_011Cd4nwpC5xnrLyN7K6Uoyk,,end_turn,205,99,304,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, whisper, ant, sadness, bicycle, melody, fire",ok,10,cloud,justice,spoon,volcano,whisper,ant,sadness,bicycle,melody,fire,,git:db3e20f
cn200_000038,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:52.364Z,2026-07-16T00:30:57.312Z,4948,req_011Cd4nxCBRVBcGkeLisTBTq,msg_011Cd4nxCdx5579L93ENEaVk,,end_turn,205,83,288,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, spoon, freedom, volcano, whale, music, bicycle, sadness, mushroom, clock",ok,10,cloud,spoon,freedom,volcano,whale,music,bicycle,sadness,mushroom,clock,,git:db3e20f
cn200_000039,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:30:57.312Z,2026-07-16T00:31:02.059Z,4746,req_011Cd4nxYZX2q9N3ShrLyU9D,msg_011Cd4nxYqdaR2TdtCgn63xd,,end_turn,205,94,299,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, spoon, freedom, volcano, whisper, bicycle, jealousy, mushroom, algebra, thunder",ok,10,cloud,spoon,freedom,volcano,whisper,bicycle,jealousy,mushroom,algebra,thunder,,git:db3e20f
cn200_000040,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:31:02.059Z,2026-07-16T00:31:07.320Z,5260,req_011Cd4nxtyM3doagyyszWMhP,msg_011Cd4nxuEUUETfx34rmXpK4,,end_turn,205,99,304,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, laughter, volcano, bicycle, melody, elbow, sandwich",ok,10,cloud,justice,spoon,elephant,laughter,volcano,bicycle,melody,elbow,sandwich,,git:db3e20f
cn200_000041,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n200,Western,No,2026,0.5,1.0,0-1,,2026-07-16T00:31:07.320Z,2026-07-16T00:31:13.716Z,6396,req_011Cd4nyHSTZr7Mc56riM8UP,msg_011Cd4nyHecFKdX6ngX5FQox,,end_turn,205,90,295,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, melody, volcano, sadness, bicycle, mushroom, infinity",ok,10,cloud,justice,spoon,elephant,melody,volcano,sadness,bicycle,mushroom,infinity,,git:db3e20f
